Time_s,Acceleration_m_per_s2,Velocity_m_per_s,Displacement_m
29.68,0.08435,0.01878,0.0002256
29.7,0.08057,0.02043,0.0006342
29.72,0.0807,0.02204,0.001075
29.74,0.06063,0.02345,0.001544
29.76,0.04206,0.02447,0.0020334
29.78,0.02946,0.02519,0.0025372
29.8,0.06148,0.0261,0.0030592
29.82,0.08568,0.02757,0.0036106
29.84,0.09653,0.0294,0.0041986
29.86,0.07786,0.03114,0.0048214
29.88,0.01809,0.0321,0.0054634
29.9,-0.04964,0.03178,0.006099
29.92,-0.09803,0.03031,0.0067052
29.94,-0.12242,0.0281,0.0072672
29.96,-0.13482,0.02553,0.0077778
29.98,-0.14653,0.02272,0.0082322
30,-0.15941,0.01967,0.0086256
30.02,-0.20661,0.01601,0.0089458
30.04,-0.25122,0.01143,0.0091744
30.06,-0.2754,0.00617,0.0092978
30.08,-0.27876,0.00063,0.0093104
30.1,-0.24428,-0.0046,0.0092184
30.12,-0.21271,-0.00916,0.0090352
30.14,-0.15787,-0.01286,0.008778
30.16,-0.10754,-0.01551,0.0084678
30.18,-0.05412,-0.01713,0.0081252
30.2,-0.00384,-0.0177,0.0077712
30.22,0.02931,-0.01744,0.0074224
30.24,0.04306,-0.01671,0.0070882
30.26,0.03182,-0.01596,0.006769
30.28,0.03171,-0.01532,0.0064626
30.3,0.01813,-0.01481,0.0061664
30.32,0.02841,-0.01434,0.0058796
30.34,0.04319,-0.01362,0.0056072
30.36,0.05768,-0.0126,0.0053552
30.38,0.06106,-0.01141,0.005127
30.4,0.03499,-0.01045,0.004918
30.42,0.02056,-0.00988,0.0047204
30.44,0.01609,-0.00951,0.0045302
30.46,0.0216,-0.00912,0.0043478
30.48,0.01454,-0.00875,0.0041728
30.5,0.02858,-0.00831,0.0040066
30.52,0.04492,-0.00757,0.0038552
30.54,0.04637,-0.00665,0.0037222
30.56,0.05866,-0.00559,0.0036104
30.58,0.07893,-0.00421,0.0035262
30.6,0.09592,-0.00245,0.0034772
30.62,0.11003,-0.00038,0.0034696
30.64,0.11289,0.00185,0.0035066
30.66,0.09217,0.00392,0.003585
30.68,0.06416,0.00549,0.0036948
30.7,0.02933,0.00643,0.0038234
30.72,0.01423,0.00688,0.003961
30.74,0.00128,0.00705,0.004102
30.76,-0.01228,0.00695,0.004241
30.78,-0.02961,0.00654,0.0043718
30.8,-0.06038,0.00564,0.0044846
30.82,-0.10082,0.00404,0.0045654
30.84,-0.12,0.00185,0.0046024
30.86,-0.12133,-0.00055,0.0045914
30.88,-0.12294,-0.00299,0.0045316
30.9,-0.10077,-0.00521,0.0044274
30.92,-0.07651,-0.00697,0.004288
30.94,-0.07011,-0.00842,0.0041196
30.96,-0.068,-0.00979,0.0039238
30.98,-0.04159,-0.01088,0.0037062
31,-0.04509,-0.01174,0.0034714
31.02,-0.0381,-0.01256,0.0032202
31.04,-0.04169,-0.01334,0.0029534
31.06,-0.05029,-0.01425,0.0026684
31.08,-0.03938,-0.01513,0.0023658
31.1,-0.04494,-0.01596,0.0020466
31.12,-0.02029,-0.0166,0.0017146
31.14,-0.00365,-0.01683,0.001378
31.16,0.00804,-0.01677,0.0010426
31.18,0.01367,-0.01654,0.0007118
31.2,0.00695,-0.01633,0.0003852
31.22,0.00738,-0.01617,6.18E-05
31.24,0.00269,-0.01605,-0.0002592
31.26,0.00321,-0.01598,-0.0005788
31.28,0.01302,-0.0158,-0.0008948
31.3,0.0378,-0.01528,-0.0012004
31.32,0.07896,-0.0141,-0.0014824
31.34,0.11479,-0.01215,-0.0017254
31.36,0.15889,-0.00939,-0.0019132
31.38,0.20258,-0.00577,-0.0020286
31.4,0.21219,-0.00161,-0.0020608
31.42,0.21355,0.00266,-0.0020076
31.44,0.18549,0.00666,-0.0018744
31.46,0.13451,0.00988,-0.0016768
31.48,0.06695,0.01191,-0.0014386
31.5,-0.00356,0.01256,-0.0011874
31.52,-0.0552,0.01199,-0.0009476
31.54,-0.10137,0.01043,-0.000739
31.56,-0.14261,0.00801,-0.0005788
31.58,-0.16752,0.00492,-0.0004804
31.6,-0.19554,0.0013,-0.0004544
31.62,-0.22132,-0.00286,-0.0005116
31.64,-0.22889,-0.00734,-0.0006584
31.66,-0.21321,-0.01175,-0.0008934
31.68,-0.1643,-0.01551,-0.0012036
31.7,-0.12711,-0.01841,-0.0015718
31.72,-0.10113,-0.02068,-0.0019854
31.74,-0.09945,-0.02267,-0.0024388
31.76,-0.10544,-0.0247,-0.0029328
31.78,-0.08334,-0.02657,-0.0034642
31.8,-0.0344,-0.02775,-0.0040192
31.82,0.03191,-0.02776,-0.0045744
31.84,0.09292,-0.02649,-0.0051042
31.86,0.13493,-0.0242,-0.0055882
31.88,0.15283,-0.02131,-0.0060144
31.9,0.1536,-0.01823,-0.006379
31.92,0.15274,-0.01515,-0.006682
31.94,0.14658,-0.01214,-0.0069248
31.96,0.11581,-0.00951,-0.007115
31.98,0.10015,-0.00733,-0.0072616
32,0.07562,-0.00557,-0.007373
32.02,0.06343,-0.00417,-0.0074564
32.04,0.05561,-0.00296,-0.0075156
32.06,0.05278,-0.00186,-0.0075528
32.08,0.04325,-0.00089,-0.0075706
32.1,0.01741,-0.00027,-0.007576
32.12,-0.00836,-0.00017,-0.0075794
32.14,-0.04957,-0.00073,-0.007594
32.16,-0.07167,-0.00193,-0.0076326
32.18,-0.07056,-0.00334,-0.0076994
32.2,-0.03103,-0.00435,-0.0077864
32.22,0.01123,-0.00454,-0.0078772
32.24,0.06015,-0.00381,-0.0079534
32.26,0.10777,-0.00212,-0.0079958
32.28,0.13903,0.00036,-0.0079886
32.3,0.16833,0.00344,-0.0079198
32.32,0.20267,0.00717,-0.0077764
32.34,0.23254,0.01153,-0.0075458
32.36,0.25614,0.01643,-0.0072172
32.38,0.24064,0.02141,-0.006789
32.4,0.19484,0.02577,-0.0062736
32.42,0.14785,0.02921,-0.0056894
32.44,0.0966,0.03166,-0.0050562
32.46,0.04274,0.03306,-0.004395
32.48,-0.00424,0.03346,-0.0037258
32.5,-0.04472,0.03298,-0.0030662
32.52,-0.09578,0.03159,-0.0024344
32.54,-0.14191,0.02922,-0.00185
32.56,-0.18171,0.02599,-0.0013302
32.58,-0.21729,0.02201,-0.00089
32.6,-0.24903,0.01736,-0.0005428
32.62,-0.26414,0.01223,-0.0002982
32.64,-0.24479,0.00715,-0.0001552
32.66,-0.21838,0.00253,-0.0001046
32.68,-0.16237,-0.00127,-0.00013
32.7,-0.07719,-0.00366,-0.0002032
32.72,-0.00721,-0.00449,-0.000293
32.74,0.05224,-0.00403,-0.0003736
32.76,0.12748,-0.00223,-0.0004182
32.78,0.1782,0.00084,-0.0004014
32.8,0.22448,0.00487,-0.000304
32.82,0.25967,0.00971,-0.0001098
32.84,0.2526,0.01484,0.000187
32.86,0.22886,0.01966,0.0005802
32.88,0.15918,0.02355,0.0010512
32.9,0.08204,0.02597,0.0015706
32.92,0.01832,0.02698,0.0021102
32.94,-0.02924,0.02688,0.0026478
32.96,-0.08859,0.0257,0.0031618
32.98,-0.12262,0.0236,0.0036338
33,-0.15955,0.02078,0.0040494
33.02,-0.21271,0.01706,0.0043906
33.04,-0.24925,0.01245,0.0046396
33.06,-0.3013,0.00695,0.0047786
33.08,-0.31034,0.00083,0.0047952
33.1,-0.28831,-0.00515,0.0046922
33.12,-0.22463,-0.01028,0.0044866
33.14,-0.13399,-0.01386,0.0042094
33.16,-0.03679,-0.01556,0.0038982
33.18,0.04492,-0.01548,0.0035886
33.2,0.09646,-0.01406,0.0033074
33.22,0.1472,-0.01162,0.003075
33.24,0.172,-0.00843,0.0029064
33.26,0.18755,-0.00483,0.0028098
33.28,0.19509,-0.001,0.0027898
33.3,0.19014,0.00285,0.0028468
33.32,0.15182,0.00627,0.0029722
33.34,0.09268,0.00872,0.0031466
33.36,0.03356,0.00998,0.0033462
33.38,-0.00614,0.01026,0.0035514
33.4,-0.04174,0.00979,0.0037472
33.42,-0.07345,0.00863,0.0039198
33.44,-0.10482,0.00685,0.0040568
33.46,-0.14804,0.00432,0.0041432
33.48,-0.16946,0.00115,0.0041662
33.5,-0.20408,-0.00259,0.0041144
33.52,-0.20659,-0.0067,0.0039804
33.54,-0.16937,-0.01046,0.0037712
33.56,-0.11525,-0.0133,0.0035052
33.58,-0.04469,-0.0149,0.0032072
33.6,0.01729,-0.01517,0.0029038
33.62,0.05311,-0.01447,0.0026144
33.64,0.09036,-0.01304,0.0023536
33.66,0.1115,-0.01102,0.0021332
33.68,0.12804,-0.00863,0.0019606
33.7,0.16113,-0.00574,0.0018458
33.72,0.17596,-0.00237,0.0017984
33.74,0.17142,0.0011,0.0018204
33.76,0.1382,0.00419,0.0019042
33.78,0.072,0.00629,0.00203
33.8,0.02263,0.00724,0.0021748
33.82,0.00623,0.00753,0.0023254
33.84,-0.01469,0.00744,0.0024742
33.86,-0.02878,0.007,0.0026142
33.88,-0.05757,0.00613,0.0027368
33.9,-0.10733,0.00448,0.0028264
33.92,-0.14115,0.00199,0.0028662
33.94,-0.14859,-0.00091,0.002848
33.96,-0.13731,-0.00378,0.0027724
33.98,-0.10377,-0.00619,0.0026486
34,-0.07364,-0.00796,0.0024894
34.02,-0.05895,-0.00929,0.0023036
34.04,-0.03661,-0.01025,0.0020986
34.06,-0.0065,-0.01069,0.0018848
34.08,0.0252,-0.01051,0.0016746
34.1,0.0554,-0.00971,0.0014804
34.12,0.07419,-0.00842,0.001312
34.14,0.07008,-0.00698,0.0011724
34.16,0.06602,-0.00562,0.00106
34.18,0.04143,-0.00455,0.000969
34.2,0.00368,-0.0041,0.000887
34.22,-0.04937,-0.00456,0.0007958
34.24,-0.09329,-0.006,0.0006758
34.26,-0.13001,-0.00823,0.0005112
34.28,-0.13749,-0.01092,0.0002928
34.3,-0.1109,-0.01341,2.46E-05
34.32,-0.08253,-0.01535,-0.0002824
34.34,-0.03708,-0.01655,-0.0006134
34.36,-0.018,-0.01711,-0.0009556
34.38,-0.01941,-0.01749,-0.0013054
34.4,-0.01159,-0.01779,-0.0016612
34.42,0.01681,-0.01775,-0.0020162
34.44,0.05822,-0.017,-0.0023562
34.46,0.08927,-0.01554,-0.002667
34.48,0.09813,-0.01367,-0.0029404
34.5,0.09293,-0.01176,-0.0031756
34.52,0.07753,-0.01007,-0.003377
34.54,0.06391,-0.00866,-0.0035502
34.56,0.05505,-0.00748,-0.0036998
34.58,0.04015,-0.00653,-0.0038304
34.6,0.02092,-0.00592,-0.0039488
34.62,0.02339,-0.00548,-0.0040584
34.64,0.02279,-0.00503,-0.004159
34.66,0.02716,-0.00454,-0.0042498
34.68,0.04144,-0.00386,-0.004327
34.7,0.05103,-0.00294,-0.0043858
34.72,0.07111,-0.00173,-0.0044204
34.74,0.0625,-0.0004,-0.0044284
34.76,0.05213,0.00074,-0.0044136
34.78,0.03402,0.0016,-0.0043816
34.8,0.03496,0.00229,-0.0043358
34.82,0.04467,0.00308,-0.0042742
34.84,0.04642,0.00398,-0.0041946
34.86,0.06432,0.00508,-0.004093
34.88,0.05552,0.00627,-0.0039676
34.9,0.04775,0.0073,-0.0038216
34.92,0.03999,0.00817,-0.0036582
34.94,0.03289,0.00889,-0.0034804
34.96,0.02063,0.00942,-0.003292
34.98,0.0165,0.00978,-0.0030964
35,-0.00825,0.00987,-0.002899
35.02,-0.05336,0.00924,-0.0027142
35.04,-0.0629,0.00807,-0.0025528
35.06,-0.04469,0.00699,-0.002413
35.08,0.00053,0.00654,-0.0022822
35.1,0.02942,0.00683,-0.0021456
35.12,0.06003,0.00772,-0.0019912
35.14,0.06636,0.00898,-0.0018116
35.16,0.07075,0.01034,-0.0016048
35.18,0.04444,0.01149,-0.001375
35.2,0.01279,0.01206,-0.0011338
35.22,0.00592,0.01224,-0.000889
35.24,0.00389,0.01233,-0.0006424
35.26,0.01886,0.01255,-0.0003914
35.28,0.02317,0.01297,-0.000132
35.3,0.01597,0.01335,0.000135
35.32,-0.01297,0.01337,0.0004024
35.34,-0.0496,0.01274,0.0006572
35.36,-0.06281,0.01161,0.0008894
35.38,-0.04754,0.0105,0.0010994
35.4,-0.02959,0.00973,0.001294
35.42,-0.00472,0.00938,0.0014816
35.44,-0.00116,0.00932,0.001668
35.46,-0.02164,0.00908,0.0018496
35.48,-0.08126,0.00805,0.0020106
35.5,-0.13525,0.00587,0.002128
35.52,-0.12796,0.00324,0.0021928
35.54,-0.07291,0.00122,0.0022172
35.56,0.01213,0.0006,0.0022292
35.58,0.04653,0.00119,0.002253
35.6,0.04335,0.00209,0.0022948
35.62,0.01945,0.00271,0.002349
35.64,0.00732,0.00297,0.0024084
35.66,0.0074,0.00311,0.0024706
35.68,-0.00022,0.00318,0.0025342
35.7,0.00779,0.00325,0.0025992
35.72,-0.0233,0.00309,0.002661
35.74,-0.07738,0.00207,0.0027024
35.76,-0.10726,0.00022,0.0027068
35.78,-0.10578,-0.00192,0.0026684
35.8,-0.08794,-0.00385,0.0025914
35.82,-0.06242,-0.00536,0.0024842
35.84,-0.04835,-0.00647,0.0023548
35.86,-0.04144,-0.00738,0.0022072
35.88,-0.03336,-0.00813,0.0020446
35.9,-0.02144,-0.00868,0.001871
35.92,-0.00331,-0.00894,0.0016922
35.94,0.01858,-0.00879,0.0015164
35.96,0.01988,-0.00841,0.0013482
35.98,0.02049,-0.00801,0.001188
36,0.02761,-0.00753,0.0010374
36.02,0.04937,-0.00676,0.0009022
36.04,0.09838,-0.00529,0.0007964
36.06,0.11953,-0.00312,0.000734
36.08,0.13894,-0.00054,0.0007232
36.1,0.1327,0.00217,0.0007666
36.12,0.09175,0.00441,0.0008548
36.14,0.03574,0.00568,0.0009684
36.16,-0.00467,0.00599,0.0010882
36.18,-0.04524,0.00549,0.001198
36.2,-0.07574,0.00428,0.0012836
36.22,-0.08807,0.00264,0.0013364
36.24,-0.09582,0.00079,0.0013522
36.26,-0.07366,-0.00091,0.001334
36.28,-0.06663,-0.00231,0.0012878
36.3,-0.06821,-0.00367,0.0012144
36.32,-0.07857,-0.00514,0.0011116
36.34,-0.10694,-0.007,0.0009716
36.36,-0.12441,-0.00932,0.0007852
36.38,-0.11796,-0.01174,0.0005504
36.4,-0.09547,-0.01387,0.000273
36.42,-0.03659,-0.0152,-3.10E-05
36.44,0.00386,-0.01553,-0.0003416
36.46,0.043,-0.01507,-0.000643
36.48,0.08035,-0.01384,-0.0009198
36.5,0.1,-0.01204,-0.0011606
36.52,0.12884,-0.00975,-0.0013556
36.54,0.13072,-0.00716,-0.0014988
36.56,0.11852,-0.00467,-0.0015922
36.58,0.08972,-0.00259,-0.001644
36.6,0.04713,-0.00122,-0.0016684
36.62,0.01608,-0.00059,-0.0016802
36.64,-0.01078,-0.00054,-0.001691
36.66,-0.00679,-0.00072,-0.0017054
36.68,0.00727,-0.00072,-0.0017198
36.7,0.01809,-0.00047,-0.0017292
36.72,0.03306,4.00E-05,-0.0017284
36.74,0.03632,0.00073,-0.0017138
36.76,0.05306,0.00162,-0.0016814
36.78,0.08392,0.00299,-0.0016216
36.8,0.09203,0.00475,-0.0015266
36.82,0.09597,0.00663,-0.001394
36.84,0.08995,0.00848,-0.0012244
36.86,0.07029,0.01008,-0.0010228
36.88,0.04644,0.01125,-0.0007978
36.9,0.02816,0.01199,-0.000558
36.92,0.02379,0.01251,-0.0003078
36.94,0.01857,0.01293,-4.92E-05
36.96,0.01342,0.01324,0.0002156
36.98,0.00663,0.01344,0.0004844
37,-0.00476,0.01346,0.0007536
37.02,-0.0214,0.0132,0.0010176
37.04,-0.02355,0.01275,0.0012726
37.06,-0.01353,0.01237,0.00152
37.08,-0.00827,0.01215,0.001763
37.1,-0.01269,0.01194,0.0020018
37.12,-0.03379,0.01147,0.0022312
37.14,-0.08747,0.01026,0.0024364
37.16,-0.10101,0.00837,0.0026038
37.18,-0.11657,0.00619,0.0027276
37.2,-0.13826,0.00364,0.0028004
37.22,-0.13888,0.00087,0.0028178
37.24,-0.14898,-0.00201,0.0027776
37.26,-0.13708,-0.00488,0.00268
37.28,-0.13659,-0.00762,0.0025276
37.3,-0.13728,-0.01036,0.0023204
37.32,-0.13002,-0.01303,0.0020598
37.34,-0.12038,-0.01554,0.001749
37.36,-0.10118,-0.01776,0.0013938
37.38,-0.05905,-0.01936,0.0010066
37.4,-0.00928,-0.02004,0.0006058
37.42,0.01834,-0.01996,0.0002066
37.44,0.05368,-0.01924,-0.0001782
37.46,0.06418,-0.01807,-0.0005396
37.48,0.06905,-0.01674,-0.0008744
37.5,0.07965,-0.01525,-0.0011794
37.52,0.1036,-0.01342,-0.0014478
37.54,0.12567,-0.01114,-0.0016706
37.56,0.13744,-0.00851,-0.0018408
37.58,0.13881,-0.00575,-0.0019558
37.6,0.12275,-0.00313,-0.0020184
37.62,0.09488,-0.00096,-0.0020376
37.64,0.05596,0.00055,-0.0020266
37.66,0.04424,0.00155,-0.0019956
37.68,0.03037,0.00229,-0.0019498
37.7,0.02698,0.00286,-0.0018926
37.72,0.02902,0.00341,-0.0018244
37.74,0.01736,0.00387,-0.001747
37.76,-0.00642,0.00398,-0.0016674
37.78,-0.03569,0.00356,-0.0015962
37.8,-0.04195,0.00278,-0.0015406
37.82,-0.03641,0.002,-0.0015006
37.84,-0.01098,0.00152,-0.0014702
37.86,0.02534,0.00166,-0.001437
37.88,0.03106,0.00222,-0.0013926
37.9,0.03059,0.00283,-0.001336
37.92,0.03136,0.00345,-0.001267
37.94,0.04683,0.00422,-0.0011826
37.96,0.07587,0.00545,-0.0010736
37.98,0.0942,0.00714,-0.0009308
38,0.09301,0.00902,-0.0007504
38.02,0.07343,0.01068,-0.0005368
38.04,0.03369,0.01175,-0.0003018
38.06,0.00128,0.01209,-6.00E-05
38.08,-0.02563,0.01184,0.0001768
38.1,-0.03273,0.01126,0.000402
38.12,-0.03122,0.01061,0.0006142
38.14,-0.04672,0.00983,0.0008108
38.16,-0.06975,0.00866,0.000984
38.18,-0.11801,0.00678,0.0011196
38.2,-0.12521,0.00435,0.0012066
38.22,-0.12095,0.00189,0.0012444
38.24,-0.09031,-0.00023,0.0012398
38.26,-0.04679,-0.00161,0.0012076
38.28,-0.02235,-0.0023,0.0011616
38.3,0.00163,-0.00251,0.0011114
38.32,0.02585,-0.00224,0.0010666
38.34,0.04633,-0.00152,0.0010362
38.36,0.06391,-0.00043,0.0010276
38.38,0.06929,0.0009,0.0010456
38.4,0.0681,0.00228,0.0010912
38.42,0.06123,0.00357,0.0011626
38.44,0.03703,0.00455,0.0012536
38.46,0.01946,0.00511,0.0013558
38.48,-0.01581,0.00515,0.0014588
38.5,-0.0404,0.00458,0.0015504
38.52,-0.06881,0.00348,0.00162
38.54,-0.11599,0.00163,0.0016526
38.56,-0.13755,-0.00091,0.0016344
38.58,-0.14695,-0.00375,0.0015594
38.6,-0.15203,-0.00674,0.0014246
38.62,-0.14906,-0.00975,0.0012296
38.64,-0.12704,-0.01252,0.0009792
38.66,-0.11059,-0.0149,0.0006812
38.68,-0.0985,-0.01699,0.0003414
38.7,-0.05787,-0.01856,-2.98E-05
38.72,-0.0277,-0.01942,-0.0004182
38.74,0.02573,-0.01944,-0.000807
38.76,0.08778,-0.01831,-0.0011732
38.78,0.11948,-0.01624,-0.001498
38.8,0.12811,-0.01376,-0.0017732
38.82,0.12951,-0.01118,-0.0019968
38.84,0.12234,-0.00866,-0.00217
38.86,0.10142,-0.00643,-0.0022986
38.88,0.07459,-0.00467,-0.002392
38.9,0.05791,-0.00335,-0.002459
38.92,0.03693,-0.0024,-0.002507
38.94,0.02441,-0.00179,-0.0025428
38.96,0.02507,-0.0013,-0.0025688
38.98,0.0322,-0.00072,-0.0025832
39,0.0489,9.00E-05,-0.0025814
39.02,0.04897,0.00107,-0.00256
39.04,0.04997,0.00206,-0.0025188
39.06,0.05043,0.00306,-0.0024576
39.08,0.04672,0.00403,-0.002377
39.1,0.05229,0.00502,-0.0022766
39.12,0.06649,0.00621,-0.0021524
39.14,0.0622,0.00749,-0.0020026
39.16,0.04819,0.00859,-0.0018308
39.18,0.03419,0.00942,-0.0016424
39.2,0.01877,0.00995,-0.0014434
39.22,0.00099,0.01015,-0.0012404
39.24,0.00745,0.01024,-0.0010356
39.26,0.01685,0.01048,-0.000826
39.28,0.00241,0.01067,-0.0006126
39.3,-0.00758,0.01062,-0.0004002
39.32,-0.02674,0.01028,-0.0001946
39.34,-0.04698,0.00954,-3.80E-06
39.36,-0.05343,0.00854,0.000167
39.38,-0.08495,0.00715,0.00031
39.4,-0.11242,0.00518,0.0004136
39.42,-0.12608,0.0028,0.0004696
39.44,-0.11927,0.00035,0.0004766
39.46,-0.08494,-0.00169,0.0004428
39.48,-0.05453,-0.00308,0.0003812
39.5,-0.02645,-0.00389,0.0003034
39.52,-0.01243,-0.00428,0.0002178
39.54,0.00069,-0.00439,0.00013
39.56,0.03205,-0.00406,4.88E-05
39.58,0.05108,-0.00323,-1.58E-05
39.6,0.04616,-0.00225,-6.08E-05
39.62,0.03476,-0.00144,-8.96E-05
39.64,0.0225,-0.00086,-0.0001068
39.66,0.02079,-0.00043,-0.0001154
39.68,0.02581,4.00E-05,-0.0001146
39.7,0.03976,0.0007,-0.0001006
39.72,0.06093,0.00171,-6.64E-05
39.74,0.06337,0.00296,-7.20E-06
39.76,0.02572,0.00385,6.98E-05
39.78,-0.02422,0.00387,0.0001472
39.8,-0.07712,0.00286,0.0002044
39.82,-0.09969,0.0011,0.0002264
39.84,-0.0936,-0.00083,0.0002098
39.86,-0.08507,-0.00262,0.0001574
39.88,-0.06175,-0.00408,7.58E-05
39.9,-0.03127,-0.00501,-2.44E-05
39.92,-0.02163,-0.00553,-0.000135
39.94,0.00349,-0.00571,-0.0002492
39.96,0.04869,-0.00518,-0.0003528
39.98,0.07065,-0.00399,-0.0004326
