time_s,acceleration_m_s2,velocity_m_s,displacement_m
11.24,0.33011,0.14215,-0.014199999999999999
11.26,0.41539000000000004,0.1496,-0.01125
11.28,0.31683,0.15691,-0.00815
11.3,-0.03574,0.15972,-0.00494
11.32,-0.54145,0.15394,-0.0017599999999999998
11.34,-1.1699899999999999,0.13682,0.0012
11.36,-1.77916,0.10733000000000001,0.00369
11.38,-2.02877,0.06924000000000001,0.0055000000000000005
11.4,-1.84758,0.03048,0.00649
11.42,-1.3566,-0.00158,0.0067800000000000004
11.44,-0.83513,-0.02351,0.006540000000000001
11.46,-0.56511,-0.03753,0.00594
11.48,-0.58705,-0.04907,0.0051
11.5,-0.67494,-0.0617,0.0040100000000000005
11.52,-0.73369,-0.07581,0.00266
11.54,-0.66975,-0.08986000000000001,0.0010199999999999999
11.56,-0.50216,-0.10159000000000001,-0.0008699999999999999
11.58,-0.31363,-0.10977,-0.00297
11.6,-0.16529,-0.11455,-0.00522
