time (s),acceleration (m/s^2),velocity (m/s),displacement (m)
27.48,0.09875,-0.01098,-0.0377
27.5,0.09334,-0.00905,-0.06894
27.52,0.10143,-0.0071,-0.06852
27.54,0.09009,-0.00518,-0.03689
27.56,0.07469,-0.00352,-0.01143
27.58,0.08676,-0.00191,0.01082
27.6,0.10596,2.00E-05,-0.02907
27.62,0.10759,0.00216,-0.07254
27.64,0.07429,0.00398,-0.0538
27.66,0.04214,0.00515,-0.06278
27.68,0.0479,0.00605,-0.06715
27.7,0.05269,0.00706,-0.0448
27.72,0.05212,0.00812,0.00983
27.74,0.04165,0.00906,0.01885
27.76,0.04203,0.0099,0.00261
27.78,0.03389,0.01066,-0.0334
27.8,0.02946,0.01129,-0.0679
27.82,0.03105,0.0119,-0.01699
27.84,0.03837,0.0126,0.04847
27.86,0.03274,0.01331,0.03509
27.88,0.00882,0.01373,0.01312
27.9,0.00501,0.01387,0.01455
27.92,-0.00727,0.01385,0.01411
27.94,-0.01703,0.0136,0.00596
27.96,-0.0205,0.01323,0.04128
27.98,-0.00686,0.01296,0.09936
28,0.02279,0.01312,0.07274
28.02,0.0227,0.01357,0.0085
28.04,0.01172,0.01391,-0.03107
28.06,0.03993,0.01443,-0.04394
28.08,0.05168,0.01535,-0.08157
28.1,0.01702,0.01604,-0.10616
28.12,-0.0103,0.0161,-0.08477
28.14,-0.00525,0.01595,-0.06448
28.16,-0.00287,0.01586,-0.09028
28.18,-0.00391,0.0158,-0.12087
28.2,-0.00356,0.01572,-0.09462
28.22,-0.00618,0.01562,-0.02231
28.24,-0.01692,0.01539,0.05354
28.26,-0.02236,0.015,0.07678
28.28,-0.01481,0.01462,0.05939
28.3,0.01335,0.0146,-0.00767
28.32,0.06578,0.01539,-0.01769
28.34,0.06582,0.01671,0.03171
28.36,0.02811,0.01765,0.06066
28.38,0.00275,0.01795,0.08975
28.4,-0.0012,0.01797,0.10533
28.42,-0.00071,0.01794,0.06177
28.44,-0.01921,0.01774,0.01599
28.46,-0.02318,0.01731,0.03282
28.48,-0.03619,0.01672,0.05928
28.5,-0.05008,0.01585,0.08307
28.52,-0.04859,0.01486,0.12982
28.54,-0.04151,0.01396,0.12671
28.56,-0.01282,0.01341,0.09078
28.58,0.00462,0.01332,0.08907
28.6,0.00065,0.01338,0.05305
28.62,0.00947,0.01347,-0.02049
28.64,0.01132,0.01367,-0.07818
28.66,-0.0036,0.01375,-0.05781
28.68,-0.00831,0.01362,-0.02073
28.7,0.01229,0.01366,-0.01805
28.72,0.02069,0.01398,-0.00559
28.74,0.01722,0.01436,0.02272
28.76,0.00203,0.01454,0.02669
28.78,-0.04472,0.01411,-0.03517
28.8,-0.06053,0.01306,-0.1142
28.82,-0.07715,0.01167,-0.12259
28.84,-0.11031,0.00979,-0.07473
28.86,-0.12209,0.00746,-0.01117
28.88,-0.10188,0.00521,0.0496
28.9,-0.09092,0.00328,0.04859
28.92,-0.10616,0.0013,0.01151
28.94,-0.09061,-0.00067,0.012
28.96,-0.06656,-0.00225,0.01007
28.98,-0.04197,-0.00334,0.01259
29,-0.02399,-0.004,0.00262
29.02,-0.02445,-0.0045,-0.02449
29.04,-0.04353,-0.00518,0.04622
29.06,-0.04952,-0.00612,0.09406
29.08,-0.05424,-0.00717,0.08464
29.1,-0.06094,-0.00833,0.14058
29.12,-0.05958,-0.00954,0.1552
29.14,-0.06115,-0.01076,0.0772
29.16,-0.06847,-0.01206,0.03409
29.18,-0.07155,-0.01347,-0.03896
29.2,-0.05044,-0.01469,-0.09834
29.22,-0.02274,-0.01543,-0.05427
29.24,-0.00179,-0.01569,-0.03115
29.26,0.00653,-0.01565,-0.01704
29.28,0.00219,-0.01557,-0.0232
29.3,0.00061,-0.01555,-0.02131
29.32,0.00512,-0.0155,0.00982
29.34,0.01104,-0.01535,0.00649
29.36,0.01041,-0.01514,0.01567
29.38,0.01197,-0.01493,0.0182
29.4,0.03004,-0.01451,-0.02557
29.42,0.02029,-0.01401,-0.03969
29.44,0.01003,-0.01372,-0.03735
29.46,0.02254,-0.0134,-0.0269
29.48,0.04983,-0.01269,0.05289
29.5,0.06033,-0.0116,0.09202
29.52,0.01565,-0.01085,0.07826
29.54,-0.0225,-0.01092,0.08272
29.56,-0.01942,-0.01135,0.09229
29.58,-0.00996,-0.01166,0.10134
29.6,-0.0121,-0.01188,0.09513
29.62,-0.00682,-0.01207,0.10713
29.64,0.00752,-0.01208,0.09729
29.66,0.01599,-0.01185,0.06392
29.68,0.01455,-0.01155,0.0444
29.7,0.01846,-0.01123,0.03042
29.72,0.00976,-0.01096,-0.00473
29.74,0.01195,-0.01075,-0.03585
29.76,0.00338,-0.01061,-0.05076
29.78,-0.01234,-0.01071,-0.07221
29.8,-0.00025,-0.01083,-0.07261
29.82,0.00242,-0.01082,-0.06173
29.84,-0.0028,-0.01083,-0.06077
29.86,0.00763,-0.01079,-0.03768
29.88,0.01324,-0.01059,-0.02122
29.9,0.01316,-0.01033,-0.02842
29.92,0.02689,-0.00994,-0.02635
29.94,0.03428,-0.00934,-0.02629
29.96,0.03723,-0.00863,-0.02844
29.98,0.02807,-0.00799,-0.0287
30,0.03464,-0.00736,-0.02314
30.02,0.04779,-0.00654,-0.05169
30.04,0.07655,-0.00531,-0.06623
30.06,0.09046,-0.00364,-0.07161
30.08,0.10855,-0.00166,-0.09117
30.1,0.11595,0.00058,-0.08257
30.12,0.08131,0.00254,-0.05077
30.14,0.05962,0.00395,-0.0208
30.16,0.03436,0.00488,-0.03761
30.18,0.00991,0.00531,-0.06918
30.2,-0.00381,0.00538,-0.07197
30.22,-0.00738,0.00526,-0.0704
30.24,0.0139,0.00532,-0.06698
30.26,0.03015,0.00575,-0.04585
30.28,0.02926,0.00634,-0.05392
30.3,0.05188,0.00715,-0.07411
30.32,0.0541,0.0082,-0.08063
30.34,0.05457,0.00928,-0.06423
30.36,0.05165,0.01034,-0.05247
30.38,0.03464,0.01119,-0.05787
30.4,0.02069,0.01175,-0.06102
30.42,0.00462,0.01199,-0.05964
30.44,-0.01747,0.01186,-0.06187
30.46,-0.0358,0.01133,-0.07241
30.48,-0.0252,0.01071,-0.09172
30.5,-0.03581,0.0101,-0.11405
30.52,-0.03824,0.00935,-0.09288
30.54,-0.00175,0.00895,-0.05917
30.56,-0.0019,0.00891,-0.0342
30.58,0.00416,0.00892,-0.01393
30.6,-0.00622,0.0089,0.0097
30.62,-0.01327,0.00871,0.03391
30.64,-0.00197,0.00855,0.02711
30.66,-0.03298,0.0082,-0.01573
30.68,-0.03956,0.00747,-0.00186
30.7,-0.00763,0.007,0.06061
30.72,0.0047,0.00696,0.10095
30.74,0.0051,0.00706,0.10715
30.76,0.03314,0.00744,0.10108
30.78,0.03345,0.0081,0.10713
30.8,0.02592,0.00869,0.09069
30.82,0.0255,0.00921,0.06401
30.84,0.00861,0.00955,0.05649
30.86,-0.02082,0.00942,0.04674
30.88,-0.04109,0.0088,0.0453
30.9,-0.05171,0.00787,0.05786
30.92,-0.05175,0.00684,0.05635
30.94,-0.0559,0.00576,0.03274
30.96,-0.04579,0.00474,-0.0073
30.98,-0.03962,0.00389,-0.01908
31,-0.04193,0.00307,-0.00534
31.02,-0.04107,0.00224,-0.0541
31.04,-0.04921,0.00134,-0.1142
31.06,-0.03208,0.00052,-0.07175
31.08,-0.02491,-4.00E-05,-0.03366
31.1,-0.02784,-0.00057,-0.07364
31.12,-0.02445,-0.00109,-0.0692
31.14,-0.00325,-0.00137,-0.02095
31.16,0.00053,-0.0014,-0.01251
31.18,0.00097,-0.00138,-0.01372
31.2,-0.00472,-0.00142,-0.00065
31.22,-0.0078,-0.00155,0.01065
31.24,-0.01681,-0.00179,0.00822
31.26,-0.02824,-0.00224,0.0085
31.28,-0.0255,-0.00278,0.00626
31.3,-0.02713,-0.0033,-0.00451
31.32,-0.02914,-0.00386,-0.00192
31.34,-0.03886,-0.00454,0.0326
31.36,-0.04179,-0.00534,0.06483
31.38,-0.03465,-0.00611,0.05257
31.4,-0.02793,-0.00673,0.03451
31.42,-0.04376,-0.00745,0.03788
31.44,-0.05839,-0.00847,0.03425
31.46,-0.0512,-0.00956,0.01448
31.48,-0.04262,-0.01049,0.01056
31.5,-0.04558,-0.01138,0.03903
31.52,-0.03484,-0.01218,0.03527
31.54,-0.01613,-0.01268,-0.00921
31.56,-0.01979,-0.01304,-0.03694
31.58,-0.01495,-0.01339,-0.0514
31.6,0.01298,-0.0134,-0.06417
31.62,0.04097,-0.01286,-0.07595
31.64,0.04776,-0.01197,-0.06628
31.66,0.03924,-0.0111,-0.07462
31.68,0.01325,-0.01057,-0.07798
31.7,0.00902,-0.01034,-0.05503
31.72,0.01978,-0.01005,-0.03215
31.74,0.05082,-0.00934,-0.02472
31.76,0.0912,-0.00792,-0.00464
31.78,0.10911,-0.00591,0.02708
31.8,0.11024,-0.00372,0.02753
31.82,0.09707,-0.00164,0.0304
31.84,0.07313,7.00E-05,0.05855
31.86,0.04204,0.00122,0.09652
31.88,0.04315,0.00208,0.09875
31.9,0.05023,0.00301,0.09334
31.92,0.06514,0.00417,0.10143
31.94,0.03913,0.00522,0.09009
31.96,0.01171,0.00573,0.07469
31.98,0.0111,0.00596,0.08676
32,0.01533,0.00623,0.10596
32.02,0.00377,0.00642,0.10759
32.04,-0.01473,0.00632,0.07429
32.06,-0.0286,0.00589,0.04214
32.08,-0.04089,0.0052,0.0479
32.1,-0.03552,0.00444,0.05269
32.12,-0.02159,0.00387,0.05212
32.14,0.00446,0.00371,0.04165
32.16,0.01599,0.00392,0.04203
32.18,0.00852,0.00417,0.03389
32.2,-0.01338,0.00412,0.02946
32.22,-0.01253,0.00386,0.03105
32.24,-0.03002,0.00344,0.03837
32.26,-0.04183,0.00273,0.03274
32.28,-0.03959,0.00192,0.00882
32.3,-0.03998,0.00113,0.00501
32.32,-0.04207,0.00031,-0.00727
32.34,-0.06122,-0.00072,-0.01703
32.36,-0.04425,-0.00177,-0.0205
32.38,-0.03665,-0.00257,-0.00686
32.4,-0.03461,-0.00328,0.02279
32.42,-0.01534,-0.00378,0.0227
32.44,-0.01104,-0.00404,0.01172
32.46,0.00415,-0.0041,0.03993
32.48,0.03246,-0.00373,0.05168
32.5,0.04202,-0.00298,0.01702
32.52,0.04787,-0.00207,-0.0103
32.54,0.05055,-0.00109,-0.00525
32.56,0.04813,-9.00E-05,-0.00287
32.58,0.06441,0.00104,-0.00391
32.6,0.05429,0.00222,-0.00356
32.62,0.01906,0.00296,-0.00618
32.64,0.00781,0.00324,-0.01692
32.66,0.0343,0.00366,-0.02236
32.68,0.02484,0.00426,-0.01481
32.7,0.00821,0.00459,0.01335
32.72,0.02459,0.00493,0.06578
32.74,0.01375,0.00531,0.06582
32.76,0.00909,0.00555,0.02811
32.78,0.01008,0.00575,0.00275
32.8,0.00906,0.00594,-0.0012
32.82,-0.00709,0.00596,-0.00071
32.84,-0.01954,0.0057,-0.01921
32.86,-0.01188,0.00539,-0.02318
32.88,0.00328,0.00531,-0.03619
32.9,0.00777,0.00543,-0.05008
32.92,-0.01686,0.00534,-0.04859
32.94,-0.01609,0.00501,-0.04151
32.96,0.01193,0.00498,-0.01282
32.98,0.00734,0.00518,0.00462
33,-0.00382,0.00521,0.00065
33.02,0.0208,0.00539,0.00947
33.04,0.04033,0.006,0.01132
33.06,0.01641,0.00657,-0.0036
33.08,0.00653,0.00681,-0.00831
33.1,0.00615,0.00694,0.01229
33.12,0.01038,0.00711,0.02069
33.14,-0.00376,0.00718,0.01722
33.16,-0.01541,0.00699,0.00203
33.18,0.02856,0.00713,-0.04472
33.2,0.013,0.00754,-0.06053
33.22,-0.05902,0.00709,-0.07715
33.24,-0.04182,0.00609,-0.11031
33.26,-0.01286,0.00554,-0.12209
33.28,-0.05083,0.00491,-0.10188
33.3,-0.04906,0.00392,-0.09092
33.32,-0.05661,0.00286,-0.10616
33.34,-0.06773,0.00162,-0.09061
33.36,-0.06467,0.00031,-0.06656
33.38,-0.05275,-0.00086,-0.04197
33.4,-0.0202,-0.00159,-0.02399
33.42,-0.0322,-0.00211,-0.02445
33.44,-0.04533,-0.00288,-0.04353
33.46,-0.04028,-0.00374,-0.04952
33.48,-0.0447,-0.00458,-0.05424
33.5,-0.06818,-0.00571,-0.06094
33.52,-0.05807,-0.00697,-0.05958
33.54,-0.01639,-0.00771,-0.06115
33.56,-0.01107,-0.00798,-0.06847
33.58,-0.01489,-0.00823,-0.07155
33.6,-0.01242,-0.0085,-0.05044
33.62,0.01119,-0.00851,-0.02274
33.64,0.00475,-0.00835,-0.00179
33.66,-0.00886,-0.00839,0.00653
33.68,0.0166,-0.00831,0.00219
33.7,0.03574,-0.00778,0.00061
33.72,0.00282,-0.00739,0.00512
33.74,-0.04075,-0.00776,0.01104
33.76,-0.01367,-0.00831,0.01041
33.78,0.00782,-0.00836,0.01197
33.8,0.00073,-0.00827,0.03004
33.82,-0.00408,-0.00831,0.02029
33.84,-0.001,-0.00835,0.01003
33.86,0.03222,-0.00804,0.02254
33.88,0.04891,-0.00722,0.04983
33.9,0.00298,-0.0067,0.06033
33.92,-0.0116,-0.00678,0.01565
33.94,0.00964,-0.0068,-0.0225
33.96,-7.00E-05,-0.0067,-0.01942
33.98,-0.02762,-0.00697,-0.00996
34,-0.01736,-0.00742,-0.0121
34.02,-0.00045,-0.0076,-0.00682
34.04,0.01785,-0.00742,0.00752
34.06,0.03381,-0.0069,0.01599
34.08,0.03844,-0.00618,0.01455
34.1,0.06266,-0.00516,0.01846
34.12,0.08385,-0.00369,0.00976
34.14,0.09865,-0.00187,0.01195
34.16,0.06941,-0.00018,0.00338
34.18,0.01756,0.00069,-0.01234
34.2,-0.00903,0.00077,-0.00025
34.22,-0.00479,0.00064,0.00242
34.24,-0.0068,0.00052,-0.0028
34.26,-0.0066,0.00039,0.00763
34.28,-0.00973,0.00023,0.01324
34.3,-0.00637,7.00E-05,0.01316
34.32,0.01562,0.00017,0.02689
34.34,0.01756,0.0005,0.03428
34.36,0.01231,0.0008,0.03723
34.38,0.03253,0.00125,0.02807
34.4,0.04,0.00198,0.03464
34.42,0.03726,0.00275,0.04779
34.44,0.02613,0.00339,0.07655
34.46,-0.00691,0.00358,0.09046
34.48,-0.02052,0.00331,0.10855
34.5,-0.03392,0.00277,0.11595
34.52,-0.02442,0.00219,0.08131
34.54,-0.00796,0.00186,0.05962
34.56,0.01035,0.00189,0.03436
34.58,0.01461,0.00214,0.00991
34.6,0.01468,0.00243,-0.00381
34.62,0.00895,0.00267,-0.00738
34.64,-0.01338,0.00263,0.0139
34.66,-0.0145,0.00235,0.03015
34.68,-0.01204,0.00209,0.02926
34.7,-0.01706,0.00179,0.05188
34.72,-0.04387,0.00119,0.0541
34.74,-0.04847,0.00026,0.05457
34.76,-0.04083,-0.00063,0.05165
34.78,-0.03746,-0.00141,0.03464
34.8,-0.00899,-0.00187,0.02069
34.82,0.01367,-0.00183,0.00462
34.84,-0.00235,-0.00171,-0.01747
34.86,0.00254,-0.00171,-0.0358
34.88,0.02494,-0.00143,-0.0252
34.9,0.04035,-0.00078,-0.03581
34.92,0.03777,0,-0.03824
34.94,0.04155,0.00079,-0.00175
34.96,0.02605,0.00147,-0.0019
34.98,0.02299,0.00196,0.00416
35,0.04201,0.00261,-0.00622
35.02,0.03706,0.0034,-0.01327
35.04,0.05687,0.00434,-0.00197
35.06,0.06723,0.00558,-0.03298
35.08,0.03238,0.00658,-0.03956
35.1,0.0213,0.00712,-0.00763
35.12,0.04194,0.00775,0.0047
35.14,0.03372,0.0085,0.0051
35.16,0.00849,0.00893,0.03314
35.18,-0.01147,0.0089,0.03345
35.2,0.00452,0.00883,0.02592
35.22,0.01406,0.00901,0.0255
35.24,0.01453,0.0093,0.00861
35.26,-0.00175,0.00942,-0.02082
35.28,-0.01533,0.00925,-0.04109
35.3,-0.00989,0.009,-0.05171
35.32,-0.04019,0.0085,-0.05175
35.34,-0.06033,0.00749,-0.0559
35.36,-0.02784,0.00661,-0.04579
35.38,-0.00936,0.00624,-0.03962
35.4,-0.01025,0.00604,-0.04193
35.42,-0.02231,0.00572,-0.04107
35.44,-0.06205,0.00487,-0.04921
35.46,-0.0499,0.00375,-0.03208
35.48,-0.03503,0.0029,-0.02491
35.5,-0.03856,0.00216,-0.02784
35.52,-0.0161,0.00162,-0.02445
35.54,-0.02371,0.00122,-0.00325
35.56,-0.04077,0.00057,0.00053
35.58,-0.0318,-0.00016,0.00097
35.6,-0.01337,-0.00061,-0.00472
35.62,-0.01247,-0.00087,-0.0078
35.64,-0.02832,-0.00128,-0.01681
35.66,-0.03919,-0.00196,-0.02824
35.68,-0.0398,-0.00275,-0.0255
35.7,-0.03071,-0.00345,-0.02713
35.72,-0.0128,-0.00389,-0.02914
35.74,0.01014,-0.00392,-0.03886
35.76,-0.00386,-0.00386,-0.04179
35.78,-0.01504,-0.00405,-0.03465
35.8,-0.01175,-0.00431,-0.02793
35.82,-0.01368,-0.00457,-0.04376
35.84,0.01073,-0.0046,-0.05839
35.86,0.01316,-0.00437,-0.0512
35.88,0.01872,-0.00405,-0.04262
35.9,0.04019,-0.00346,-0.04558
35.92,0.03935,-0.00267,-0.03484
35.94,0.0405,-0.00187,-0.01613
35.96,0.03804,-0.00109,-0.01979
35.98,0.04142,-0.0003,-0.01495
36,0.03242,0.00044,0.01298
36.02,0.01291,0.00089,0.04097
36.04,0.00573,0.00108,0.04776
36.06,-0.01235,0.00101,0.03924
36.08,-0.01476,0.00074,0.01325
36.1,-0.01331,0.00045,0.00902
36.12,-0.01442,0.00017,0.01978
36.14,-0.00312,-1.00E-05,0.05082
36.16,0.0182,0.00014,0.0912
36.18,-0.00284,0.00029,0.10911
36.2,-0.00675,0.0002,0.11024
36.22,0.01376,0.00026,0.09707
36.24,-0.00993,0.0003,0.07313
36.26,-0.01467,5.00E-05,0.04204
36.28,0.00933,-1.00E-05,0.04315
36.3,0.0017,0.0001,0.05023
36.32,-0.02077,-9.00E-05,0.06514
36.34,-0.00623,-0.00036,0.03913
36.36,-0.00445,-0.00047,0.01171
36.38,-0.01544,-0.00068,0.0111
36.4,0.0013,-0.00082,0.01533
36.42,-0.00783,-0.00089,0.00377
36.44,-0.01788,-0.00115,-0.01473
36.46,-0.01116,-0.00144,-0.0286
36.48,-0.01518,-0.00171,-0.04089
36.5,0.00147,-0.00185,-0.03552
36.52,0.01722,-0.00167,-0.02159
36.54,0.01114,-0.00139,0.00446
36.56,0.02515,-0.00103,0.01599
36.58,0.04094,-0.00037,0.00852
36.6,0.00896,0.00013,-0.01338
36.62,-0.0144,7.00E-05,-0.01253
36.64,-0.00969,-0.00018,-0.03002
36.66,-0.01984,-0.00048,-0.04183
36.68,-0.03883,-0.00107,-0.03959
36.7,-0.03904,-0.00185,-0.03998
36.72,-0.0246,-0.0025,-0.04207
36.74,-0.00319,-0.00278,-0.06122
36.76,0.01354,-0.00268,-0.04425
36.78,0.01361,-0.00241,-0.03665
36.8,0.0133,-0.00214,-0.03461
36.82,0.01343,-0.00188,-0.01534
36.84,-0.00916,-0.00184,-0.01104
36.86,-0.0127,-0.00207,0.00415
36.88,-0.01364,-0.00234,0.03246
36.9,-0.01517,-0.00263,0.04202
36.92,-0.01426,-0.00293,0.04787
36.94,-0.01061,-0.00319,0.05055
36.96,-0.01392,-0.00344,0.04813
36.98,0.00199,-0.00356,0.06441
37,0.00297,-0.00352,0.05429
37.02,-0.00968,-0.00359,0.01906
37.04,0.00428,-0.00365,0.00781
37.06,-0.01186,-0.00373,0.0343
37.08,-0.03381,-0.0042,0.02484
37.1,-0.04057,-0.00495,0.00821
37.12,-0.01984,-0.00556,0.02459
37.14,-0.03207,-0.00608,0.01375
37.16,-0.03053,-0.00672,0.00909
37.18,-0.00692,-0.0071,0.01008
37.2,-0.01224,-0.00729,0.00906
37.22,-0.00717,-0.00749,-0.00709
37.24,0.00913,-0.00748,-0.01954
37.26,0.01604,-0.00724,-0.01188
37.28,0.01184,-0.00696,0.00328
37.3,0.01716,-0.00668,0.00777
37.32,0.03648,-0.00615,-0.01686
37.34,0.04027,-0.00539,-0.01609
37.36,0.0371,-0.00463,0.01193
37.38,0.03938,-0.00387,0.00734
37.4,0.0544,-0.00293,-0.00382
37.42,0.07028,-0.00169,0.0208
37.44,0.05349,-0.00047,0.04033
37.46,0.03921,0.00045,0.01641
37.48,0.03518,0.00119,0.00653
37.5,0.0155,0.00169,0.00615
37.52,0.00482,0.00188,0.01038
37.54,-0.00673,0.00185,-0.00376
37.56,-0.01627,0.00162,-0.01541
37.58,-0.01326,0.00131,0.02856
37.6,-0.013,0.00105,0.013
37.62,-0.00156,0.00089,-0.05902
37.64,0.00665,0.00094,-0.04182
37.66,0.01841,0.00118,-0.01286
37.68,0.02428,0.00159,-0.05083
37.7,0.00454,0.00187,-0.04906
37.72,0.00482,0.00196,-0.05661
37.74,0.00327,0.00203,-0.06773
37.76,0.00316,0.00208,-0.06467
37.78,0.00233,0.00213,-0.05275
37.8,0.00282,0.00218,-0.0202
37.82,0.00219,0.00222,-0.0322
37.84,0.00535,0.00229,-0.04533
37.86,0.02851,0.00262,-0.04028
37.88,0.01602,0.00305,-0.0447
37.9,0.0001,0.0032,-0.06818
37.92,0.00241,0.00322,-0.05807
37.94,-0.01001,0.00313,-0.01639
37.96,0.00355,0.00306,-0.01107
37.98,-0.00802,0.003,-0.01489
38,-0.01491,0.00277,-0.01242
38.02,-0.00055,0.00261,0.01119
38.04,-0.01661,0.00243,0.00475
38.06,-0.00282,0.00222,-0.00886
38.08,0.00057,0.00219,0.0166
38.1,-0.00072,0.00218,0.03574
38.12,-0.00097,0.00215,0.00282
38.14,-0.0007,0.00213,-0.04075
38.16,-0.00316,0.00208,-0.01367
38.18,-0.02666,0.00177,0.00782
38.2,-0.02871,0.00122,0.00073
38.22,-0.01268,0.00079,-0.00408
38.24,0.00772,0.00074,-0.001
38.26,0.0237,0.00104,0.03222
38.28,0.02172,0.00148,0.04891
38.3,0.02288,0.00192,0.00298
38.32,0.01146,0.00226,-0.0116
38.34,-0.00916,0.00227,0.00964
38.36,-0.0032,0.00214,-7.00E-05
38.38,-0.01008,0.00199,-0.02762
38.4,-0.0026,0.00187,-0.01736
38.42,-0.01724,0.00166,-0.00045
38.44,-0.02465,0.00123,0.01785
38.46,-0.01611,0.00082,0.03381
38.48,0.00783,0.00072,0.03844
38.5,-0.0514,0.00028,0.06266
38.52,-0.073,-0.00097,0.08385
38.54,0.08073,-0.0009,0.09865
38.56,0.05979,0.00049,0.06941
38.58,-0.00984,0.00098,0.01756
38.6,0.03602,0.00124,-0.00903
38.62,0.01519,0.00175,-0.00479
38.64,-0.00952,0.0018,-0.0068
38.66,0.03019,0.002,-0.0066
38.68,0.01689,0.00246,-0.00973
38.7,0.02161,0.00284,-0.00637
38.72,0.04576,0.0035,0.01562
38.74,0.02532,0.00421,0.01756
38.76,0.01482,0.0046,0.01231
38.78,0.01704,0.00491,0.03253
38.8,0.01565,0.00524,0.04
38.82,0.03478,0.00574,0.03726
38.84,0.06786,0.00676,0.02613
38.86,0.042,0.00785,-0.00691
38.88,0.0102,0.00836,-0.02052
38.9,0.01866,0.00865,-0.03392
38.92,0.01387,0.00897,-0.02442
38.94,-0.0031,0.00907,-0.00796
38.96,-0.01936,0.00884,0.01035
38.98,-0.03487,0.00829,0.01461
39,-0.03681,0.00757,0.01468
39.02,-0.03524,0.00684,0.00895
39.04,-0.03592,0.00613,-0.01338
39.06,-0.03522,0.00541,-0.0145
39.08,-0.03699,0.00468,-0.01204
39.1,-0.0359,0.00395,-0.01706
39.12,-0.03685,0.00322,-0.04387
39.14,-0.03594,0.00249,-0.04847
39.16,-0.03731,0.00175,-0.04083
39.18,-0.05757,0.00079,-0.03746
39.2,-0.06889,-0.00047,-0.00899
39.22,-0.09038,-0.00207,0.01367
39.24,-0.07503,-0.00373,-0.00235
39.26,-0.04237,-0.0049,0.00254
39.28,-0.03477,-0.00568,0.02494
39.3,-0.03831,-0.00641,0.04035
39.32,-0.02808,-0.00708,0.03777
39.34,-0.00859,-0.00745,0.04155
39.36,-0.01027,-0.00764,0.02605
39.38,-0.00988,-0.00785,0.02299
39.4,-0.00751,-0.00802,0.04201
39.42,0.01455,-0.00796,0.03706
39.44,0.01742,-0.00764,0.05687
39.46,0.01575,-0.00731,0.06723
39.48,0.01686,-0.00698,0.03238
39.5,0.01776,-0.00664,0.0213
39.52,0.04497,-0.00602,0.04194
39.54,0.0468,-0.0051,0.03372
39.56,0.04297,-0.00421,0.00849
39.58,0.03219,-0.00346,-0.01147
39.6,0.01665,-0.00297,0.00452
39.62,0.01491,-0.00266,0.01406
39.64,0.01749,-0.00233,0.01453
39.66,0.00904,-0.00207,-0.00175
39.68,0.01712,-0.00181,-0.01533
39.7,0.03959,-0.00124,-0.00989
39.72,0.01813,-0.00067,-0.04019
39.74,-0.00503,-0.00054,-0.06033
39.76,-0.01656,-0.00075,-0.02784
39.78,-0.01055,-0.00103,-0.00936
39.8,-0.0133,-0.00127,-0.01025
39.82,-0.00351,-0.00144,-0.02231
39.84,0.00623,-0.00141,-0.06205
39.86,0.00502,-0.0013,-0.0499
39.88,0.01415,-0.00111,-0.03503
39.9,0.01166,-0.00085,-0.03856
39.92,0.01186,-0.00062,-0.0161
39.94,0.02801,-0.00022,-0.02371
39.96,0.0408,0.00047,-0.04077
39.98,0.02007,0.00108,-0.0318
